id|company_id|services_scope_cn|service_hotline|email|address_cn|added_detail_cn|tips_cn
011-047-2726-4334|011-047-2726|堅尼地城站|2307 5366||||失物查詢熱線：2861 0020 (星期一至日 - 上午8時至下午8時)
011-047-2726-4335|011-047-2726|香港大學站|2517 0933||||失物查詢熱線：2861 0020 (星期一至日 - 上午8時至下午8時)
011-047-2726-4336|011-047-2726|西營盤站|2803 7696||||失物查詢熱線：2861 0020 (星期一至日 - 上午8時至下午8時)
011-047-2726-4337|011-047-2726|上環站|2921 6700||||失物查詢熱線：2861 0020 (星期一至日 - 上午8時至下午8時)
011-047-2726-4338|011-047-2726|中環站|2921 2710||||失物查詢熱線：2861 0020 (星期一至日 - 上午8時至下午8時)
011-047-2726-4339|011-047-2726|金鐘站|2922 1400||||失物查詢熱線：2861 0020 (星期一至日 - 上午8時至下午8時)
011-047-2726-4340|011-047-2726|灣仔站|2923 5026||||失物查詢熱線：2861 0020 (星期一至日 - 上午8時至下午8時)
011-047-2726-4341|011-047-2726|銅鑼灣站|2923 5031||||失物查詢熱線：2861 0020 (星期一至日 - 上午8時至下午8時)
011-047-2726-4342|011-047-2726|天后站|2922 3740||||失物查詢熱線：2861 0020 (星期一至日 - 上午8時至下午8時)
011-047-2726-4343|011-047-2726|炮台山站|2922 3741||||失物查詢熱線：2861 0020 (星期一至日 - 上午8時至下午8時)
011-047-2726-4344|011-047-2726|北角站|2922 4750||||失物查詢熱線：2861 0020 (星期一至日 - 上午8時至下午8時)
011-047-2726-4345|011-047-2726|鰂魚涌站|2922 4751||||失物查詢熱線：2861 0020 (星期一至日 - 上午8時至下午8時)
011-047-2726-4346|011-047-2726|太古站|2922 4752||||失物查詢熱線：2861 0020 (星期一至日 - 上午8時至下午8時)
011-047-2726-4347|011-047-2726|西灣河站|2922 7760||||失物查詢熱線：2861 0020 (星期一至日 - 上午8時至下午8時)
011-047-2726-4348|011-047-2726|筲箕灣站|2922 7761||||失物查詢熱線：2861 0020 (星期一至日 - 上午8時至下午8時)
011-047-2726-4349|011-047-2726|杏花邨站|2921 5770||||失物查詢熱線：2861 0020 (星期一至日 - 上午8時至下午8時)
011-047-2726-4350|011-047-2726|柴灣站|2921 5771||||失物查詢熱線：2861 0020 (星期一至日 - 上午8時至下午8時)
011-047-2726-4351|011-047-2726|金鐘站|2728 0104||||失物查詢熱線：2861 0020 (星期一至日 - 上午8時至下午8時)
011-047-2726-4352|011-047-2726|海洋公園站|2728 0104||||失物查詢熱線：2861 0020 (星期一至日 - 上午8時至下午8時)
011-047-2726-4353|011-047-2726|黃竹坑站|2728 0104||||失物查詢熱線：2861 0020 (星期一至日 - 上午8時至下午8時)
011-047-2726-4354|011-047-2726|利東站|2728 0104||||失物查詢熱線：2861 0020 (星期一至日 - 上午8時至下午8時)
011-047-2726-4355|011-047-2726|海怡半島站|2728 0104||||失物查詢熱線：2861 0020 (星期一至日 - 上午8時至下午8時)
011-047-2726-4356|011-047-2726|香港站|2523 3627||||失物查詢熱線：2861 0020 (星期一至日 - 上午8時至下午8時)
011-047-2726-4357|011-047-2726|九龍站|2736 0162||||失物查詢熱線：2861 0020 (星期一至日 - 上午8時至下午8時)
011-047-2726-4358|011-047-2726|奧運站|2625 9635||||失物查詢熱線：2861 0020 (星期一至日 - 上午8時至下午8時)
011-047-2726-4359|011-047-2726|南昌站|2624 2801||||失物查詢熱線：2861 0020 (星期一至日 - 上午8時至下午8時)
011-047-2726-4360|011-047-2726|荔景站|2928 3042||||失物查詢熱線：2861 0020 (星期一至日 - 上午8時至下午8時)
011-047-2726-4361|011-047-2726|青衣站|2449 9059||||失物查詢熱線：2861 0020 (星期一至日 - 上午8時至下午8時)
011-047-2726-4362|011-047-2726|欣澳站|2983 6961||||失物查詢熱線：2861 0020 (星期一至日 - 上午8時至下午8時)
011-047-2726-4363|011-047-2726|東涌站|2109 2516||||失物查詢熱線：2861 0020 (星期一至日 - 上午8時至下午8時)
011-047-2726-4364|011-047-2726|欣澳站|2983 6961||||失物查詢熱線：2861 0020 (星期一至日 - 上午8時至下午8時)
011-047-2726-4365|011-047-2726|迪士尼站|2983 6809||||失物查詢熱線：2861 0020 (星期一至日 - 上午8時至下午8時)
011-047-2726-4366|011-047-2726|香港站|2523 3627||||失物查詢熱線：2861 0020 (星期一至日 - 上午8時至下午8時)
011-047-2726-4367|011-047-2726|九龍站|2736 0162||||失物查詢熱線：2861 0020 (星期一至日 - 上午8時至下午8時)
011-047-2726-4368|011-047-2726|青衣站|2449 9059||||失物查詢熱線：2861 0020 (星期一至日 - 上午8時至下午8時)
011-047-2726-4369|011-047-2726|機場站|2261 0522||||失物查詢熱線：2861 0020 (星期一至日 - 上午8時至下午8時)
011-047-2726-4370|011-047-2726|博覽館站|2215 3568||||失物查詢熱線：2861 0020 (星期一至日 - 上午8時至下午8時)
011-047-2726-4371|011-047-2726|北角站|2922 4750||||失物查詢熱線：2861 0020 (星期一至日 - 上午8時至下午8時)
011-047-2726-4372|011-047-2726|鰂魚涌站|2922 4751||||失物查詢熱線：2861 0020 (星期一至日 - 上午8時至下午8時)
011-047-2726-4373|011-047-2726|油塘站|2927 3110||||失物查詢熱線：2861 0020 (星期一至日 - 上午8時至下午8時)
011-047-2726-4374|011-047-2726|調景嶺站|2927 2086||||失物查詢熱線：2861 0020 (星期一至日 - 上午8時至下午8時)
011-047-2726-4375|011-047-2726|將軍澳站|2927 2087||||失物查詢熱線：2861 0020 (星期一至日 - 上午8時至下午8時)
011-047-2726-4376|011-047-2726|坑口站|2927 2085||||失物查詢熱線：2861 0020 (星期一至日 - 上午8時至下午8時)
011-047-2726-4377|011-047-2726|寶琳站|2927 2700||||失物查詢熱線：2861 0020 (星期一至日 - 上午8時至下午8時)
011-047-2726-4378|011-047-2726|康城站|2927 2087||||失物查詢熱線：2861 0020 (星期一至日 - 上午8時至下午8時)
011-047-2726-4379|011-047-2726|紅磡站|2946 4405||||失物查詢熱線：2861 0020 (星期一至日 - 上午8時至下午8時)
011-047-2726-4380|011-047-2726|旺角東站|2395 4986||||失物查詢熱線：2861 0020 (星期一至日 - 上午8時至下午8時)
011-047-2726-4381|011-047-2726|九龍塘站|2926 7310||||失物查詢熱線：2861 0020 (星期一至日 - 上午8時至下午8時)
011-047-2726-4382|011-047-2726|大圍站|2605 9997||||失物查詢熱線：2861 0020 (星期一至日 - 上午8時至下午8時)
011-047-2726-4383|011-047-2726|沙田站|2605 3577||||失物查詢熱線：2861 0020 (星期一至日 - 上午8時至下午8時)
011-047-2726-4384|011-047-2726|火炭站|2604 8809||||失物查詢熱線：2861 0020 (星期一至日 - 上午8時至下午8時)
011-047-2726-4385|011-047-2726|馬場站|2604 8809||||失物查詢熱線：2861 0020 (星期一至日 - 上午8時至下午8時)
011-047-2726-4386|011-047-2726|大學站|2605 9039||||失物查詢熱線：2861 0020 (星期一至日 - 上午8時至下午8時)
011-047-2726-4387|011-047-2726|大埔墟站|2658 7657||||失物查詢熱線：2861 0020 (星期一至日 - 上午8時至下午8時)
011-047-2726-4388|011-047-2726|太和站|2650 7097||||失物查詢熱線：2861 0020 (星期一至日 - 上午8時至下午8時)
011-047-2726-4389|011-047-2726|粉嶺站|2676 1716||||失物查詢熱線：2861 0020 (星期一至日 - 上午8時至下午8時)
011-047-2726-4390|011-047-2726|上水站|2673 0769||||失物查詢熱線：2861 0020 (星期一至日 - 上午8時至下午8時)
011-047-2726-4391|011-047-2726|羅湖站|2673 5406||||失物查詢熱線：2861 0020 (星期一至日 - 上午8時至下午8時)
011-047-2726-4392|011-047-2726|落馬洲站|3404 6007||||失物查詢熱線：2861 0020 (星期一至日 - 上午8時至下午8時)
011-047-2726-4393|011-047-2726|屯門站|2630 2801||||失物查詢熱線：2861 0020 (星期一至日 - 上午8時至下午8時)
011-047-2726-4394|011-047-2726|兆康站|2214 2801||||失物查詢熱線：2861 0020 (星期一至日 - 上午8時至下午8時)
011-047-2726-4395|011-047-2726|天水圍站|2296 2801||||失物查詢熱線：2861 0020 (星期一至日 - 上午8時至下午8時)
011-047-2726-4396|011-047-2726|朗屏站|2257 2801||||失物查詢熱線：2861 0020 (星期一至日 - 上午8時至下午8時)
011-047-2726-4397|011-047-2726|元朗站|2256 2801||||失物查詢熱線：2861 0020 (星期一至日 - 上午8時至下午8時)
011-047-2726-4398|011-047-2726|錦上路站|2208 2801||||失物查詢熱線：2861 0020 (星期一至日 - 上午8時至下午8時)
011-047-2726-4399|011-047-2726|荃灣西站|2252 2801||||失物查詢熱線：2861 0020 (星期一至日 - 上午8時至下午8時)
011-047-2726-4400|011-047-2726|美孚站|2175 2801||||失物查詢熱線：2861 0020 (星期一至日 - 上午8時至下午8時)
011-047-2726-4401|011-047-2726|南昌站|2624 2801||||失物查詢熱線：2861 0020 (星期一至日 - 上午8時至下午8時)
011-047-2726-4402|011-047-2726|柯士甸站|2314 5201||||失物查詢熱線：2861 0020 (星期一至日 - 上午8時至下午8時)
011-047-2726-4403|011-047-2726|尖東站|3471 5201||||失物查詢熱線：2861 0020 (星期一至日 - 上午8時至下午8時)
011-047-2726-4404|011-047-2726|紅磡站|2946 4405||||失物查詢熱線：2861 0020 (星期一至日 - 上午8時至下午8時)
011-047-2726-4405|011-047-2726|何文田站|2274 5722||||失物查詢熱線：2861 0020 (星期一至日 - 上午8時至下午8時)
011-047-2726-4406|011-047-2726|土瓜灣站|2870 2455||||失物查詢熱線：2861 0020 (星期一至日 - 上午8時至下午8時)
011-047-2726-4407|011-047-2726|宋皇臺站|2870 2455||||失物查詢熱線：2861 0020 (星期一至日 - 上午8時至下午8時)
011-047-2726-4408|011-047-2726|啟德站|2445 2028||||失物查詢熱線：2861 0020 (星期一至日 - 上午8時至下午8時)
011-047-2726-4409|011-047-2726|鑽石山站|2431 1588||||失物查詢熱線：2861 0020 (星期一至日 - 上午8時至下午8時)
011-047-2726-4410|011-047-2726|顯徑站|2171 4700||||失物查詢熱線：2861 0020 (星期一至日 - 上午8時至下午8時)
011-047-2726-4411|011-047-2726|大圍站|2605 9997||||失物查詢熱線：2861 0020 (星期一至日 - 上午8時至下午8時)
011-047-2726-4412|011-047-2726|車公廟站|2696 9790||||失物查詢熱線：2861 0020 (星期一至日 - 上午8時至下午8時)
011-047-2726-4413|011-047-2726|沙田圍站|2144 5736||||失物查詢熱線：2861 0020 (星期一至日 - 上午8時至下午8時)
011-047-2726-4414|011-047-2726|第一城站|2637 5741||||失物查詢熱線：2861 0020 (星期一至日 - 上午8時至下午8時)
011-047-2726-4415|011-047-2726|石門站|2635 4209||||失物查詢熱線：2861 0020 (星期一至日 - 上午8時至下午8時)
011-047-2726-4416|011-047-2726|大水坑站|2630 5125||||失物查詢熱線：2861 0020 (星期一至日 - 上午8時至下午8時)
011-047-2726-4417|011-047-2726|恆安站|2630 5954||||失物查詢熱線：2861 0020 (星期一至日 - 上午8時至下午8時)
011-047-2726-4418|011-047-2726|馬鞍山站|2630 5903||||失物查詢熱線：2861 0020 (星期一至日 - 上午8時至下午8時)
011-047-2726-4419|011-047-2726|烏溪沙站|2631 6217||||失物查詢熱線：2861 0020 (星期一至日 - 上午8時至下午8時)
011-047-2727-4420|011-047-2727|客務熱綫|2120 0888||||購買車票： https://www.highspeed.mtr.com.hk/tc/main/buy-ticket-notice.html
011-047-2728-4421|011-047-2728|客務熱綫|2947 7888||||網站： https://www.it3.mtr.com.hk/
011-047-2729-4422|011-047-2729|馬亞木 （冠榮車行）|2361 1255||九龍深水埗青山道327-331號地下||路線： https://www.16seats.net/
011-047-2729-4423|011-047-2729|進智公交|2873 6808||香港仔香港仔大道223號利群商業大廈11-12樓||路線： https://www.16seats.net/
011-047-2729-4424|011-047-2729|棉記汽車 （荃灣區 /葵青區）|9201 1398 /2493 2635||||路線： https://www.16seats.net/
011-047-2730-4425|011-047-2730|九龍的士車主聯會有限公司|27600411||||馬路的事 不容有失 失物資料登記： https://www.881903.com/traffic/hotline
011-047-2730-4426|011-047-2730|偉發的士車主聯會有限公司|28611008||||馬路的事 不容有失 失物資料登記： https://www.881903.com/traffic/hotline
011-047-2730-4427|011-047-2730|全通 / 全利電召的士聯會有限公司|2398 1881||||馬路的事 不容有失 失物資料登記： https://www.881903.com/traffic/hotline
011-047-2730-4428|011-047-2730|友聯的士車主聯誼會|25276324||||馬路的事 不容有失 失物資料登記： https://www.881903.com/traffic/hotline
011-047-2730-4429|011-047-2730|城市的士車主司機聯會有限公司|2343 3189||||馬路的事 不容有失 失物資料登記： https://www.881903.com/traffic/hotline
011-047-2730-4430|011-047-2730|惠益港九及新界的車主聯誼會|2776 7885||||馬路的事 不容有失 失物資料登記： https://www.881903.com/traffic/hotline
011-047-2730-4431|011-047-2730|榮利無線電車商會有限公司|2397 0922||||馬路的事 不容有失 失物資料登記： https://www.881903.com/traffic/hotline
011-047-2730-4432|011-047-2730|榮泰車主及司機聯會有限公司|2527 8524||||馬路的事 不容有失 失物資料登記： https://www.881903.com/traffic/hotline
011-047-2730-4433|011-047-2730|沙田的士車主司機聯會有限公司|2332 2571||||馬路的事 不容有失 失物資料登記： https://www.881903.com/traffic/hotline
011-047-2730-4434|011-047-2730|港九電召的士車主聯會有限公司|2760 0455||||馬路的事 不容有失 失物資料登記： https://www.881903.com/traffic/hotline
011-047-2730-4435|011-047-2730|環保的士車主聯會有限公司|2383 0168||||馬路的事 不容有失 失物資料登記： https://www.881903.com/traffic/hotline
011-047-2730-4436|011-047-2730|的士同業會有限公司|2362 2337||||馬路的事 不容有失 失物資料登記： https://www.881903.com/traffic/hotline
011-047-2730-4437|011-047-2730|的總CALL台|21922222||||馬路的事 不容有失 失物資料登記： https://www.881903.com/traffic/hotline
011-047-2730-4438|011-047-2730|的總電召服務中心|21922222||||馬路的事 不容有失 失物資料登記： https://www.881903.com/traffic/hotline
011-047-2730-4439|011-047-2730|聯友的士同業聯會有限公司|2760 0477||||馬路的事 不容有失 失物資料登記： https://www.881903.com/traffic/hotline
011-047-2730-4440|011-047-2730|衛星台|27296600||||馬路的事 不容有失 失物資料登記： https://www.881903.com/traffic/hotline
011-047-2730-4441|011-047-2730|車馬樂的士聯會有限公司|2728 8281||||馬路的事 不容有失 失物資料登記： https://www.881903.com/traffic/hotline
011-047-2730-4442|011-047-2730|鑽的(可載輪椅)|2760 8771||||馬路的事 不容有失 失物資料登記： https://www.881903.com/traffic/hotline
011-047-2730-4443|011-047-2730|香港的士中心|2574 7311||||馬路的事 不容有失 失物資料登記： https://www.881903.com/traffic/hotline
011-047-2730-4444|011-047-2730|香港的士電召中心有限公司|21866866||||馬路的事 不容有失 失物資料登記： https://www.881903.com/traffic/hotline
011-047-2730-4445|011-047-2730|新界商業電召服務有限公司|2476 4247||||馬路的事 不容有失 失物資料登記： https://www.881903.com/traffic/hotline
011-047-2730-4446|011-047-2730|新界港九合眾的士聯誼會有限公司|2475 0417||||馬路的事 不容有失 失物資料登記： https://www.881903.com/traffic/hotline
011-047-2730-4447|011-047-2730|新界營業汽車同業聯誼會|2478 8332||||馬路的事 不容有失 失物資料登記： https://www.881903.com/traffic/hotline
011-047-2730-4448|011-047-2730|新界的士電召服務中心有限公司|2457 2266||||馬路的事 不容有失 失物資料登記： https://www.881903.com/traffic/hotline
011-047-2730-4449|011-047-2730|新界電召的士聯會有限公司|2657 2267||||馬路的事 不容有失 失物資料登記： https://www.881903.com/traffic/hotline
011-047-2730-4450|011-047-2730|新興的士電召聯會|2450 2288||||馬路的事 不容有失 失物資料登記： https://www.881903.com/traffic/hotline
011-047-2730-4451|011-047-2730|的總電召服務中心|21922222||||馬路的事 不容有失 失物資料登記： https://www.881903.com/traffic/hotline
011-047-2730-4452|011-047-2730|粉嶺的士電召服務中心|2675 7688||||馬路的事 不容有失 失物資料登記： https://www.881903.com/traffic/hotline
011-047-2730-4453|011-047-2730|大嶼山的士聯會|2984 1328||||馬路的事 不容有失 失物資料登記： https://www.881903.com/traffic/hotline
011-047-2731-4454|011-047-2731||2627 8888||||熱線快速指引： https://www.autotoll.com.hk/autotollclub/customerprofile.php?pageid=258
011-047-2732-4455|011-047-2732||2563 9305|hyf@hkf.com|||洋紫荊維港遊： http://www.cruise.com.hk/?lang=tc
011-047-2733-4456|011-047-2733||23677065|sf@starferry.com.hk|||租船服務： http://www.starferry.com.hk/tc/Classic
011-047-2734-4457|011-047-2734||2131 8181|ferry_ideas@sferry.com.hk||星期一至五的上午9時至下午12時55分和下午2時15分至下午5時；星期六上午9時至下午12時（星期日及公眾假期除外）|網上報失： https://www.sunferry.com.hk/zh/lost-property
011-047-2735-4458|011-047-2735|顧客服務|2272-2022||||Whatsapp： 90128230
011-047-2735-4459|011-047-2735|緊急聯絡電話 (辦公時間以外)|2272-2099||||Whatsapp： 90128231
011-047-2736-4460|011-047-2736||2859 3333||||國際免費電話 : 00800 3628 3628 (*適用於中國及台灣)
011-047-2737-4461|011-047-2737||2849 0668||||購票： https://www.thepeak.com.hk/zh-hant/ticket-and-booking/purchase-ticket/peak-tram-sky-pass
011-047-2738-4462|011-047-2738|WhatsApp |14153198237||||查詢失物： https://help.uber.com/zh-HK/riders/article/%E8%81%AF%E7%B5%A1-uber-%E6%9F%A5%E8%A9%A2%E5%A4%B1%E7%89%A9-?nodeId=0cc5f0a2-bd91-4629-8599-2d917c5976a7
011-047-2739-4463|011-047-2739||35903399|info@gogox.com|||常見問題： https://help.gogox.com/hc/zh-hk/sections/360005094154-%E4%B8%80%E8%88%AC%E6%9F%A5%E8%A9%A2
011-047-2740-4464|011-047-2740|熱線電話：|37013703|||星期一至星期五9:00am - 6:00pm|常見問題： https://www.lalamove.com/zh-hk/app-faq
011-047-2741-4465|011-047-2741|熱線電話：|2400 3388|hkgwebcust@dhl.com|||貨件追蹤： https://mydhl.express.dhl/hk/zh/tracking.html#/track-by-reference
011-047-2742-4466|011-047-2742|客戶服務熱線|2735-3535|||星期一至星期五: 08:30 - 22:30 星期六: 08:30 - 18:15|貨件追蹤： https://www.ups.com/track?loc=en_HK&requester=ST/
011-047-2742-4467|011-047-2742|服務中心|||九龍長沙灣道 828 號萬利中心地下|星期一至星期五: 09:30 - 19:30 星期六: 09:30 - 18:00|貨件追蹤： https://www.ups.com/track?loc=en_HK&requester=ST/
011-047-2742-4468|011-047-2742|技術支援|8206-2133|||星期一至星期五: 08:30 - 18:30 星期六: 08:30 - 12:00|貨件追蹤： https://www.ups.com/track?loc=en_HK&requester=ST/
011-047-2743-4469|011-047-2743|客戶服務熱線|2730 0273|||星期一至星期五：08:00 - 20:30 星期六、星期日及公眾假期：08:00 - 20:00|貨件追蹤： https://htm.sf-express.com/hk/tc/dynamic_function/waybill/
011-048-2744-4470|011-048-2744||999||||
011-048-2745-4471|011-048-2745||1823||||
011-048-2746-4472|011-048-2746||2867 3628||||
011-048-2747-4473|011-048-2747||2961 8989||||
011-048-2748-4474|011-048-2748||2867 2198||||
011-048-2749-4475|011-048-2749||2891 0088||||
011-048-2750-4476|011-048-2750||2723 8787||||
011-048-2751-4477|011-048-2751||2912 2222||||
011-048-2752-4478|011-048-2752||2810 2717||||
011-048-2753-4479|011-048-2753||2537 7677||||
011-048-2754-4480|011-048-2754||2835 2500||||
011-048-2755-4481|011-048-2755|24小時防編易熱線|18222||||
011-048-2755-4482|011-048-2755|警察熱線|2527 7177||||
011-048-2756-4483|011-048-2756||2824 6111||||
011-048-2757-4484|011-048-2757||2526 6366||||
011-048-2758-4485|011-048-2758||187 8088||||
011-048-2759-4486|011-048-2759||2717 1771||||
011-048-2760-4487|011-048-2760||2708 8885|mailbox@afcd.gov.hk|九龍長沙灣道303號長沙灣政府合署5-8樓||
011-048-2761-4488|011-048-2761||2867 3628|archsd@archsd.gov.hk|香港金鐘道66號金鐘道政府合署高座36樓||http://www.archsd.gov.hk
011-048-2762-4489|011-048-2762||2829 4210|enquiry@aud.gov.hk|||
011-048-2763-4490|011-048-2763||2762 2033|info@ams.gov.hk|香港九龍何文田公主道８１號||http://www.ams.gov.hk/
011-048-2764-4491|011-048-2764||2626 1616|enquiry@bd.gov.hk|||
011-048-2765-4492|011-048-2765||2582 4807|gen-enquiry@censtatd.gov.hk|香港灣仔港灣道12號灣仔政府大樓16至22樓及25樓||
011-048-2766-4493|011-048-2766||2805 6020|casenq@cas.gov.hk|香港九龍油麻地渡華路8號民眾安全服務隊總部||
011-048-2767-4494|011-048-2767||2910 6350||香港國際機場東輝路1號民航處總部辦公大樓第五層||
011-048-2768-4495|011-048-2768||2762 5111|enquiry@cedd.gov.hk|九龍何文田公主道101號土木工程拓展署大樓 14 樓||
011-048-2769-4496|011-048-2769||2234 9933|crenq@cr.gov.hk|||
011-048-2770-4497|011-048-2770|一般查詢|2511 3511|email@csd.gov.hk|香港灣仔港灣道12號灣仔政府大樓23樓, 24樓及27樓||
011-048-2771-4498|011-048-2771|香港海關一般查詢熱線|2815 7711|customsenquiry@customs.gov.hk|||
011-048-2772-4499|011-048-2772|詢問處|2877 0660|enquiry@dsd.gov.hk|香港灣仔告士打道5號稅務大樓43樓||
011-048-2773-4500|011-048-2773|24小時一般查詢熱線|1823|info@emsd.gov.hk|||http://www.emsd.gov.hk
011-048-2774-4501|011-048-2774|||tsoffice@emsd.gov.hk|||
011-048-2775-4502|011-048-2775|一般查詢|2838 3111|enquiry@epd.gov.hk|||
011-048-2776-4503|011-048-2776|詢問處|2723 8787|hkfsdenq@hkfsd.gov.hk|九龍尖沙咀東部康莊道1號消防處總部大廈3樓||
011-048-2777-4504|011-048-2777|查詢及投訴熱線(食物環境衞生署)|2868 0000|enquiries@fehd.gov.hk|香港金鐘道66號金鐘道政府合署42樓至45樓||
011-048-2778-4505|011-048-2778|詢問處|2305 8212|gfsenq@gfs.gov.hk|||
011-048-2779-4506|011-048-2779|詢問處|2762 3700|glabinfo@govtlab.gov.hk|九龍何文田忠孝街八十八號何文田政府合署七樓至十一樓||http://www.govtlab.gov.hk
011-048-2780-4507|011-048-2780|詢問處(一般查詢)|2231 5105|info@gld.gov.hk|香港北角渣華道333號北角政府合署10樓||http://www.gld.gov.hk/
011-048-2781-4508|011-048-2781|詢問處|3842 6812|enquiry@gpa.gov.hk|||
011-048-2782-4509|011-048-2782|一般查詢|2961 89892961 8991|enquiries@dh.gov.hk|香港灣仔皇后大道東213號胡忠大廈21樓||
011-048-2783-4510|011-048-2783|一般查詢 (總部）|2926 4111|enquiry@hyd.gov.hk|九龍何文田忠孝街八十八號何文田政府合署五樓||
011-048-2784-4511|011-048-2784|電話諮詢中心(查詢/熱線/投訴)|2835 2500|hadgen@had.gov.hk|香港灣仔軒尼詩道130號修頓中心29樓||
011-048-2785-4512|011-048-2785|詢問處|2878 8196|publicenquiry@hkma.gov.hk|||http://www.hkma.gov.hk
011-048-2786-4513|011-048-2786|一般查詢|2926 8200|mailbox@hko.gov.hk|九龍尖沙咀彌敦道134A號||
011-048-2787-4514|011-048-2787|投訴及查詢|2712 2712|hkha@housingauthority.gov.hk|||
011-048-2788-4515|011-048-2788|投訴組(一手住宅物業銷售監管局)|2817 3313|enquiry_srpa@hd.gov.hk|香港柴灣利眾街24號東貿廣場31樓E室||
011-048-2789-4516|011-048-2789|一般查詢|2824 6111|enquiry@immd.gov.hk|香港灣仔告士打道7號入境事務大樓入境事務處總部||
011-048-2790-4517|011-048-2790|詢問處|2842 8777|internet@isd.gov.hk|||
011-048-2791-4518|011-048-2791|查詢 – 一般|187 8088||香港灣仔告士打道5號稅務大樓1樓及2樓||
011-048-2792-4519|011-048-2792|詢問處|2961 6901|enquiry@ipd.gov.hk|||
011-048-2793-4520|011-048-2793|詢問處|3107 1000||||
011-048-2794-4521|011-048-2794|詢問處|2912 8523|enquiry@jsscs.gov.hk|香港金鐘道89號力寶中心第2座7樓701室||http://www.jsscs.gov.hk
011-048-2795-4522|011-048-2795|詢問處|3902 8637|dojinfo@doj.gov.hk|||
011-048-2796-4523|011-048-2796|查詢, 電話諮詢中心|2717 1771||||
011-048-2797-4524|011-048-2797|詢問處|3105 0000|csa@landreg.gov.hk|香港金鐘道66號金鐘道政府合署17樓||
011-048-2798-4525|011-048-2798|總部查詢熱線|2231 3294|landsd@landsd.gov.hk|香港北角渣華道333號北角政府合署20樓||
011-048-2799-4526|011-048-2799|一般查詢|2537 7677||香港金鐘道66號金鐘道政府合署24-27樓||http://www.info.gov.hk/lad/
011-048-2800-4527|011-048-2800|意見、查詢或投訴 (1823會儘快處理經此電話熱線及電郵收到的個案，或把個案轉交部門有關人員作出跟進。)|2414 5555|enquiries@lcsd.gov.hk|新界沙田排頭街1-3號康樂及文化事務署總部||
011-048-2801-4528|011-048-2801|查詢 — 總務|2542 3711|mdenquiry@mardep.gov.hk|香港中環統一碼頭道38號海港政府大樓21樓||
011-048-2802-4529|011-048-2802||2961 6333||||
011-048-2803-4530|011-048-2803|詢問處|2867 2448|oroadmin@oro.gov.hk|香港金鐘道66號金鐘道政府合署10樓-12樓||http://www.oro.gov.hk
011-048-2804-4531|011-048-2804|詢問處 (一般)|2231 5000|enquire@pland.gov.hk|香港渣華道333號北角政府合署17樓||http://www.info.gov.hk/planning
011-048-2805-4532|011-048-2805|查詢|2921 2222|hkpo@hkpo.gov.hk|||http://www.hongkongpost.hk
011-048-2806-4533|011-048-2806|廣播大廈總機|2339 6300|general@smtpgw.rthk.hk|||
011-048-2806-4534|011-048-2806|教育電視中心總機|2339 3100||||
011-048-2806-4535|011-048-2806|電視大廈總機|2339 7600||||
011-048-2806-4536|011-048-2806|服務熱線|2272 0000||九龍廣播道30號廣播大廈||
011-048-2807-4537|011-048-2807|查詢電話|2152 0111|enquiries@rvd.gov.hk|九龍長沙灣道 303 號長沙灣政府合署15 樓||http://www.rvd.gov.hk
011-048-2808-4538|011-048-2808|查詢熱線|2891 1001|reoenq@reo.gov.hk|||http://www.reo.gov.hk
011-048-2809-4539|011-048-2809|詢問處|2834 3361||香港灣仔皇后大道東248號陽光中心15樓1501-1504室||
011-048-2810-4540|011-048-2810|部門熱線服務|2343 2255|dhsuenq@swd.gov.hk|九龍觀塘鯉魚門道12號東九龍政府合署8樓||
011-048-2811-4541|011-048-2811|工業貿易署電話查詢熱線(廿四小時)|2392 2922|enquiry@tid.gov.hk|||http://www.tid.gov.hk
011-048-2812-4542|011-048-2812|運輸署一般查詢熱線|2804 2600|tdenq@td.gov.hk|||http://www.td.gov.hk/contact_us/index.htm
011-048-2813-4543|011-048-2813|庫務署熱線|2845 8866||||
011-048-2813-4544|011-048-2813|長俸查詢|2829 5113||香港灣仔告士打道7號入境事務大樓28樓||
011-048-2813-4545|011-048-2813|一般查詢|2829 5124|info@try.gov.hk|香港灣仔告士打道7號入境事務大樓27樓||
011-048-2816-4546|011-048-2816|詢問處|2524 3987|ugc@ugc.edu.hk|香港灣仔港灣道6至8號瑞安中心7樓||
011-048-2817-4547|011-048-2817|客戶電話查詢熱線(供水及一般事項)(24小時)|2824 5000|wsdinfo@wsd.gov.hk|總辦事處 – 香港灣仔告士打道7號入境事務大樓43樓||http://www.info.gov.hk/wsd/
011-048-2818-4548|011-048-2818|24小時查詢熱線, 學生資助處|2802 2345|wg_sfo@wfsfaa.gov.hk|九龍長沙灣道303號長沙灣政府合署12樓||http://www.wfsfaa.gov.hk/sfo
011-048-2818-4549|011-048-2818|24小時查詢熱線, 在職家庭津貼辦事處|2558 3000|enquiry_wfao@wfsfaa.gov.hk|||
011-048-2820-4550|011-048-2820||2835 2500|||上午九時至下午七時|
011-048-2821-4551|011-048-2821||2189 2819||香港中環統一碼頭道 38 號海港政府大樓地下|上午九時至下午七時|
011-048-2822-4552|011-048-2822||2886 6531||香港西灣河 太安街 29 號 東區法院大樓地下|上午九時至下午七時|
011-048-2823-4553|011-048-2823||2814 5720||香港香港仔 海傍道 3 號 逸港居地下|上午九時至下午七時|
