id|sub_cat_id|company_name_cn
010-046-2706|010-046|香港能仁專上學院
010-046-2707|010-046|職業訓練局 - 香港高等教育科技學院
010-046-2708|010-046|職業訓練局
010-046-2709|010-046|香港專業教育學院
010-046-2710|010-046|香港知專設計學院
010-046-2711|010-046|國際廚藝學院
010-046-2712|010-046|卓越培訓發展中心
010-046-2713|010-046|酒店及旅遊學院 (九龍灣)
010-046-2714|010-046|酒店及旅遊學院 (薄扶林)
010-046-2715|010-046|酒店及旅遊學院 (天水圍)
010-046-2716|010-046|中華廚藝學院
010-046-2717|010-046|海事訓練學院
010-046-2718|010-046|青年學院
010-046-2719|010-046|匯縱專業發展中心
010-046-2720|010-046|展亮技能發展中心
010-046-2721|010-046|匯縱專業發展中心
010-046-2722|010-046|展亮技能發展中心
011-047-2721|011-047|九巴 /龍運
011-047-2722|011-047|城巴
011-047-2723|011-047|新巴
011-047-2724|011-047|嶼巴 (新大嶼山巴士）
011-047-2725|011-047|電車
011-047-2726|011-047|地鐵公司 (地鐵 / 輕鐵 / 馬鐵 /機鐵 （機場快綫）)
011-047-2727|011-047|高速鐵路
011-047-2728|011-047|城際客運
011-047-2729|011-047|綠van （綠色專線小巴）
011-047-2730|011-047|的士
011-047-2731|011-047|電子道路收費系統 快易通
011-047-2732|011-047|油蔴地小輪
011-047-2733|011-047|天星小輪
011-047-2734|011-047|新渡輪
011-047-2735|011-047|翠華船務
011-047-2736|011-047|噴射飛航 (信德中旅船務管理有限公司)
011-047-2737|011-047|山頂纜車
011-047-2738|011-047|Uber
011-047-2739|011-047|電召客貨車 - GoGo Van
011-047-2740|011-047|電召客貨車 - LaLaMove
011-047-2741|011-047|物流 - DHL
011-047-2742|011-047|物流 - UPS
011-047-2743|011-047|順豐
011-047-2744|011-047|物流 - UPS
011-047-2745|011-047|順豐
011-048-2744|011-048|緊急求助
011-048-2745|011-048|1823 電話中心
011-048-2746|011-048|建築署
011-048-2747|011-048|衞生署
011-048-2748|011-048|律政司
011-048-2749|011-048|教育局
011-048-2750|011-048|香港消防處
011-048-2751|011-048|香港郵政
011-048-2752|011-048|政府總部
011-048-2753|011-048|法律援助署
011-048-2754|011-048|民政事務總署
011-048-2755|011-048|香港警務處
011-048-2756|011-048|入境事務處
011-048-2757|011-048|廉政公署
011-048-2758|011-048|稅務局
011-048-2759|011-048|勞工處
011-048-2760|011-048|漁農自然護理署
011-048-2761|011-048|建築署
011-048-2762|011-048|審計署
011-048-2763|011-048|醫療輔助隊
011-048-2764|011-048|屋宇署
011-048-2765|011-048|政府統計處
011-048-2766|011-048|民眾安全服務處
011-048-2767|011-048|民航處
011-048-2768|011-048|土木工程拓展署 (包括 礦務部)
011-048-2769|011-048|公司註冊處
011-048-2770|011-048|懲教署
011-048-2771|011-048|香港海關
011-048-2772|011-048|渠務署
011-048-2773|011-048|機電工程署
011-048-2774|011-048|有關地政/規劃申請之文件
011-048-2775|011-048|環境保護署
011-048-2776|011-048|消防處
011-048-2777|011-048|食物環境衞生署
011-048-2778|011-048|政府飛行服務隊
011-048-2779|011-048|政府化驗所
011-048-2780|011-048|政府物流服務署
011-048-2781|011-048|政府產業署
011-048-2782|011-048|衞生署
011-048-2783|011-048|路政署
011-048-2784|011-048|民政事務總署
011-048-2785|011-048|香港金融管理局
011-048-2786|011-048|香港天文台
011-048-2787|011-048|房屋署
011-048-2788|011-048|房屋署
011-048-2789|011-048|入境事務處
011-048-2790|011-048|政府新聞處
011-048-2791|011-048|稅務局
011-048-2792|011-048|知識產權署
011-048-2793|011-048|投資推廣署
011-048-2794|011-048|薪諮會聯合秘書處
011-048-2795|011-048|律政司
011-048-2796|011-048|勞工處
011-048-2797|011-048|土地註冊處
011-048-2798|011-048|地政總署
011-048-2799|011-048|法律援助署
011-048-2800|011-048|康樂及文化事務署
011-048-2801|011-048|海事處
011-048-2802|011-048|通訊事務管理局辦公室(包括電影、報刊及物品管理辦事處)
011-048-2803|011-048|破產管理署
011-048-2804|011-048|規劃署
011-048-2805|011-048|郵政署
011-048-2806|011-048|香港電台
011-048-2807|011-048|差餉物業估價署
011-048-2808|011-048|選舉事務處
011-048-2809|011-048|截取通訊及監察事務專員秘書處
011-048-2810|011-048|社會福利署
011-048-2811|011-048|工業貿易署
011-048-2812|011-048|運輸署
011-048-2813|011-048|庫務署
011-048-2814|011-048|庫務署
011-048-2815|011-048|庫務署
011-048-2816|011-048|大學教育資助委員會秘書處
011-048-2817|011-048|水務署
011-048-2818|011-048|在職家庭及學生資助事務處
011-048-2819|011-048|在職家庭及學生資助事務處
011-048-2820|011-048|民政諮詢中心
011-048-2821|011-048|中西區民政諮詢中心
011-048-2822|011-048|東區民政諮詢中心
011-048-2823|011-048|南區民政諮詢中心
011-048-2824|011-048|灣仔民政諮詢中心
011-048-2825|011-048|九龍城民政諮詢中心
011-048-2826|011-048|觀塘民政諮詢中心
011-048-2827|011-048|深水埗民政諮詢中心
011-048-2828|011-048|黃大仙民政諮詢中心
011-048-2829|011-048|油尖旺民政諮詢中心
011-048-2830|011-048|離島民政諮詢中心 ( 長洲 )
011-048-2831|011-048|離島民政諮詢中心 ( 梅窩 )
011-048-2832|011-048|離島民政諮詢中心 ( 東涌 )
011-048-2833|011-048|葵青民政諮詢中心
011-048-2834|011-048|北區民政諮詢中心
011-048-2835|011-048|西貢民政諮詢中心
011-048-2836|011-048|沙田民政諮詢中心
011-048-2837|011-048|大埔民政諮詢中心
011-048-2838|011-048|荃灣民政諮詢中心
011-048-2839|011-048|屯門民政諮詢中心
011-048-2840|011-048|元朗民政諮詢中心
011-048-2841|011-048|屯門民政諮詢中心
011-048-2842|011-048|元朗民政諮詢中心
011-049-2841|011-049|中華電力
011-049-2842|011-049|香港電燈
011-049-2843|011-049|煤氣
011-049-2844|011-049|水務署
011-049-2845|011-049|渠務署
011-049-2846|011-049|now TV
011-049-2847|011-049|電視廣播有限公司
011-049-2848|011-049|香港商業廣播有限公司
011-049-2849|011-049|香港電台
011-049-2850|011-049|香港有線電視有限公司
011-049-2851|011-049|新城廣播有限公司
011-049-2852|011-049|Viu TV
011-049-2853|011-049|新城廣播有限公司
011-049-2854|011-049|Viu TV
012-050-2853|012-050|百老滙院線
012-050-2854|012-050|英皇戲院
012-050-2855|012-050|Cinema City 戲院
012-050-2856|012-050|MCL戲院
012-050-2857|012-050|ACX Cinemas
012-050-2858|012-050|嘉禾戲院
012-050-2859|012-050|其他
012-050-2860|012-050|嘉禾戲院
012-050-2861|012-050|其他
012-051-2860|012-051|香港賽馬會
012-051-2861|012-051|香港大球場
012-051-2862|012-051|旺角大球場
012-051-2863|012-051|賽馬會滘西洲公眾高爾夫球場
012-051-2864|012-051|南華體育會
012-051-2865|012-051|南華體育會 - 九龍京士柏網球中心
012-051-2866|012-051|香港木球會
012-051-2867|012-051|深灣遊艇會
012-051-2868|012-051|美國會（城市及大潭會所）
012-051-2869|012-051|中國會
012-051-2870|012-051|中華遊樂會
012-051-2871|012-051|清水灣鄉村俱樂部
012-051-2872|012-051|紀利華木球會
012-051-2873|012-051|皇朝會
012-051-2874|012-051|香港足球會
012-051-2875|012-051|九龍木球會
012-051-2876|012-051|婦女會
012-051-2877|012-051|太平洋會
012-051-2878|012-051|九龍仔業主會
012-051-2879|012-051|又一村花園俱樂部
012-051-2880|012-051|警察體育遊樂會
012-051-2881|012-051|菲律賓會
012-051-2882|012-051|白沙灣遊艇會
012-051-2883|012-051|香港政府華員會
012-051-2884|012-051|香港哥爾夫球會
012-051-2885|012-051|九龍草地滾球會
012-051-2886|012-051|九龍塘會
012-051-2887|012-051|香港遊艇會
012-051-2888|012-051|九龍塘會
012-051-2889|012-051|香港遊艇會
012-052-2888|012-052|任天堂
012-052-2889|012-052|PlayStation
012-052-2890|012-052|神魔之塔
012-052-2891|012-052|戲谷
012-052-2892|012-052|EA Sports (FIFA)
012-052-2893|012-052|戲谷
012-052-2894|012-052|EA Sports (FIFA)
012-053-2893|012-053|Netflix
012-053-2894|012-053|Disney +
012-053-2895|012-053|Viu OTT
012-053-2896|012-053|YouTube
012-053-2897|012-053|Facebook /Instagram
012-053-2898|012-053|哔哩哔哩
012-053-2899|012-053|雅虎
012-053-2900|012-053|Google Play
012-053-2901|012-053|Apple (Game, App, Apple TV＋)
012-053-2903|012-053|Apple (Game, App, Apple TV＋)
012-054-2902|012-054|香港迪士尼樂園
012-054-2903|012-054|海洋公園
012-054-2904|012-054|香港傷健協會 - 賽馬會傷健營
012-054-2905|012-054|香港明愛–愛暉營
012-054-2906|012-054|香港明愛 - 賽馬會小塘營
012-054-2907|012-054|香港小童群益會白普理營
012-054-2908|012-054|香港基督教女青年會 - 梁紹榮度假村
012-054-2909|012-054|救世軍 - 白普理營
012-054-2910|012-054|救世軍 - 馬灣青年營
012-054-2911|012-054|香港中華基督教青年會 - 獅子會-青年會將軍澳青年營
012-054-2912|012-054|香港中華基督教青年會 -烏溪沙青年新村
012-054-2913|012-054|香港中華基督教青年會-聯青社-青年會黃宜洲青年營
012-054-2914|012-054|香港青年獎勵計劃 - 賽馬會愛丁堡公爵訓練營
012-054-2915|012-054|香港遊樂場協會 - 賽馬會銀礦灣營
012-054-2916|012-054|伸手助人協會樟木頭老人度假中心
012-054-2917|012-054|保良局賽馬會北潭涌度假營
012-054-2918|012-054|保良局賽馬會大棠渡假村
012-054-2919|012-054|突破機構突破青年村
012-054-2920|012-054|香港女童軍總會博康營地
012-054-2921|012-054|香港少年領袖團萬宜訓練營
012-054-2922|012-054|香港少林武術中心慈善有限公司香港少林武術文化中心
012-054-2923|012-054|香港青年旅舍協會YHA美荷樓青年旅舍
012-054-2924|012-054|香港青年旅舍協會YHA昂坪戴維斯青年旅舍
012-054-2925|012-054|香港青年旅舍協會賽馬會摩星嶺青年旅舍
012-054-2926|012-054|香港青年旅舍協會白沙澳青年旅舍
012-054-2927|012-054|香港青年旅舍協會白普理賽馬會大美督青年旅舍
012-054-2928|012-054|香港青年旅舍協會施樂園大帽山青年旅舍
012-054-2929|012-054|香港青年旅舍協會白普理赤徑青年旅舍
012-054-2930|012-054|香港明愛家暉苑
012-054-2931|012-054|神託會靈基營
012-054-2932|012-054|香港浸信會聯會浸會園
012-054-2933|012-054|基督教香港信義會道恩青年營/榮真堂營地
012-054-2934|012-054|香港童軍總會基維爾營地/沙田童軍中心
012-054-2935|012-054|香港基督教循道衛理聯合教會衛理園
012-054-2936|012-054|香港遊樂場協會東涌營
012-054-2937|012-054|展能運動村有限公司展能運動村
012-054-2938|012-054|鮑思高慈幼會賽馬會長洲鮑思高青年中心
012-054-2939|012-054|鯉魚門公園度假營
012-054-2940|012-054|麥理浩夫人度假村
012-054-2941|012-054|西貢戶外康樂中心
012-054-2942|012-054|曹公潭戶外康樂中心
012-054-2943|012-054|貝澳營地
012-054-2944|012-054|創興水上活動中心
012-054-2945|012-054|赤柱正灘水上活動中心
012-054-2946|012-054|聖士提反灣水上活動中心
012-054-2947|012-054|大美督水上活動中心
012-054-2948|012-054|賽馬會黃石水上活動中心
012-054-2949|012-054|大美督水上活動中心
012-054-2950|012-054|賽馬會黃石水上活動中心
﻿﻿002-004-050|002-004|中信銀行國際有限公司
﻿﻿002-007-100|002-007|意大利忠利保險(香港)
﻿﻿002-008-150|002-008|柏瑞投資亞洲有限公司
﻿﻿003-010-200|003-010|三菱電機
﻿﻿003-012-250|003-012|Ulefone
﻿﻿004-014-300|004-014|世貿中心
﻿﻿004-015-350|004-015|美麗華集團
﻿﻿005-018-400|005-018|永興藥房
﻿﻿005-018-450|005-018|正安中西藥房
﻿﻿005-018-500|005-018|誠德大藥房
﻿﻿005-018-550|005-018|智文藥房（沙田）
﻿﻿005-018-600|005-018|和田藥妝
﻿﻿005-022-650|005-022|敍福樓
﻿﻿005-024-700|005-024|Fuel Espresso
﻿﻿006-027-750|006-027|維他 / 維他奶
﻿﻿006-031-800|006-031|DCH Auriga (Hong Kong) Ltd.
﻿﻿006-031-850|006-031|景豐香港貿易有限公司
﻿﻿007-032-1002|007-032|MAX&Co.
﻿﻿007-032-1052|007-032|Tommy Hilfiger
﻿﻿007-032-900|007-032|BIKIND
﻿﻿007-032-952|007-032|古馳
﻿﻿007-033-1102|007-033|LA MER
﻿﻿007-034-1152|007-034|Fox & The Barber
﻿﻿007-034-1202|007-034|Sense of Touch - Central
﻿﻿007-035-1252|007-035|Pure Fitness
﻿﻿007-036-1302|007-036|東區尤德夫人那打素醫院
﻿﻿008-037-1352|008-037|Fossil
﻿﻿008-038-1402|008-038|PN Diamond
﻿﻿009-039-1452|009-039|香港君悅酒店
﻿﻿009-039-1502|009-039|九龍東如心酒店
﻿﻿009-039-1552|009-039|奕居
﻿﻿009-040-1602|009-040|土耳其領事館
﻿﻿009-041-1652|009-041|吉祥航空
﻿﻿009-043-1702|009-043|CheapTickets.hk
﻿﻿010-044-1752|010-044|聖公會奉基千禧小學
﻿﻿010-044-1802|010-044|惇裕學校
﻿﻿010-044-1852|010-044|方樹福堂基金方樹泉小學
﻿﻿010-044-1902|010-044|道教青松小學
﻿﻿010-044-1952|010-044|北角官立小學
﻿﻿010-044-2002|010-044|油蔴地天主教小學(海泓道)
﻿﻿010-044-2052|010-044|軒尼詩道官立小學(銅鑼灣)
﻿﻿010-044-2102|010-044|石籬聖若望天主教小學
﻿﻿010-044-2152|010-044|閩僑小學
﻿﻿010-044-2202|010-044|黃大仙天主教小學
﻿﻿010-045-2252|010-045|保良局顏寶鈴書院
﻿﻿010-045-2302|010-045|東華三院馬振玉紀念中學
﻿﻿010-045-2352|010-045|聖公會莫壽增會督中學
﻿﻿010-045-2402|010-045|鐘聲慈善社胡陳金枝中學
﻿﻿010-045-2452|010-045|香港九龍塘基督教中華宣道會鄭榮之中學
﻿﻿010-045-2502|010-045|寶血會上智英文書院
﻿﻿010-045-2552|010-045|博愛醫院歷屆總理聯誼會梁省德中學
﻿﻿010-045-2602|010-045|順德聯誼總會鄭裕彤中學
﻿﻿010-045-2652|010-045|智新書院
﻿﻿010-046-2702|010-046|明愛專上學院
﻿﻿011-048-2752|011-048|香港消防處
﻿﻿011-048-2802|011-048|康樂及文化事務署
﻿﻿011-049-2852|011-049|香港有線電視有限公司
﻿﻿012-053-2902|012-053|Google Play
